n_codigo,x_nombre,n_estado
654,Educación Con Especialidad De Educación Intercultural Bilingüe-Lengua Española,1
655,Educación Con Especialidad De Educación Primaria,1
656,Educación Con Especialidad De Educación Primaria-Educación Básica Alternativa,1
657,Educación Con Especialidad De Electricidad,1
658,Educación Con Especialidad De Electrónica E Informática,1
659,Educación Con Especialidad De Física-Matemática,1
660,Educación Con Especialidad De Físico Matemática,1
661,Educación Con Especialidad De Fuerza Motriz,1
662,Educación Con Especialidad De Idiomas (Inglés-Francés),1
663,Educación Con Especialidad De Industria Alimentaria Y Nutrición,1
664,Educación Con Especialidad De Informática,1
665,Educación Con Especialidad De Informática Educativa,1
666,Educación Con Especialidad De Inglés-Alemán,1
667,Educación Con Especialidad De Inglés-Español Como Lengua Extranjera,1
668,Educación Con Especialidad De Inglés-Francés,1
669,Educación Con Especialidad De Inglés-Italiano,1
670,Educación Con Especialidad De Lengua Española,1
671,Educación Con Especialidad De Lengua Española-Inglés,1
672,"Educación Con Especialidad De Lengua, Literatura, Filosofía Y Psicología",1
673,Educación Con Especialidad De Literatura,1
674,Educación Con Especialidad De Matemática,1
675,Educación Con Especialidad De Matemática E Informática,1
676,Educación Con Especialidad De Mecánica De Producción,1
677,Educación Con Especialidad De Metalurgia-Joyería,1
678,Educación Con Especialidad De Química-Ciencias Naturales,1
679,"Educación Con Especialidad De Química, Física Y Biología",1
680,Educación Con Especialidad De Tecnología Del Vestido,1
681,Educación Con Especialidad De Tecnología Textil,1
682,Educación Con Especialidad De Telecomunicaciones E Informática,1
683,Educación Con Especialidad En Ciencia Y Tecnología,1
684,Educación Con Especialidad En Letras Y Humanidades,1
685,Educación Con La Especialidad De Educación Especial,1
686,Educación Con La Especialidad Educación Física,1
687,"Educación Con Mención En Autoevaluación, Acreditación Y Certificación",1
688,Educación Con Mención En Ciencias Sociales Y Comunicación (Virtual: Semipresencial),1
689,"Educación Con Mención En Ciencias Sociales, Filosofía Y Religión",1
690,Educación Con Mención En Currículo,1
691,Educación Con Mención En Curriculum Y Supervisión,1
692,Educación Con Mención En Desarrollo De Habilidades Cognitivas En La Educación Inicial,1
693,Educación Con Mención En Desarrollo De Habilidades Comunicativas En La Educación Primaria,1
694,Educación Con Mención En Desarrollo De Habilidades Comunicativas En La Educación Secundaria,1
695,"Educación Con Mención En Desarrollo Del Habla, Audición Y Lenguaje",1
696,Educación Con Mención En Desarrollo Del Pensamiento Lógico Matemático En La Educación Primaria,1
697,Educación Con Mención En Desarrollo Del Pensamiento Lógico Matemático En La Educación Secundaria,1
698,Educación Con Mención En Didáctica De La Comunicación En Educación Secundaria,1
699,Educación Con Mención En Didáctica De La Educación Ciudadana En Educación Secundaria,1
700,Educación Con Mención En Didáctica De La Educación Inicial,1
701,Educación Con Mención En Didáctica De La Educación Primaria,1
702,Educación Con Mención En Didáctica De La Matemática En Educación Secundaria,1
703,Educación Con Mención En Dificultades De Aprendizaje,1
704,Educación Con Mención En Docencia E Investigación Universitaria,1
705,Educación Con Mención En Docencia Virtual (Virtual: Semipresencial),1
706,Educación Con Mención En E-Learning (Virtual: Semipresencial),1
707,Educación Con Mención En Educación Especial,1
708,Educación Con Mención En Educación Inicial,1
709,Educación Con Mención En Educación Por El Arte,1
710,Educación Con Mención En Educación Religiosa,1
711,Educación Con Mención En Enseñanza De Comunicación Y Matemática Para Profesores De Ii Y Iii Ciclo De Educación Básica Regular,1
712,Educación Con Mención En Enseñanza Del Francés,1
713,"Educación Con Mención En Gestión De La Calidad, Autoevaluación Y Acreditación",1
714,Educación Con Mención En Gestión De La Educación,1
715,Educación Con Mención En Gestión Educativa,1
716,Educación Con Mención En Gestión Universitaria,1
717,Educación Con Mención En Gimnasia,1
718,Educación Con Mención En Informática Y Tecnología Educativa (Virtual: Semipresencial),1
719,Educación Con Mención En Inicial (Virtual: Semipresencial),1
720,Educación Con Mención En Investigación Educacional,1
721,Educación Con Mención En Matemática E Informática (Virtual: Semipresencial),1
722,Educación Con Mención En Pedagogía De La Matemática,1
723,Educación Con Mención En Planificación Educativa,1
724,Educación Con Mención En Políticas Y Gestión De La Educación (Virtual: Semipresencial),1
725,Educación Con Mención En Primaria (Virtual: Semipresencial),1
726,Educación Con Mención En Problemas De Aprendizaje,1
727,Educación Con Mención En Retardo Mental,1
728,Educación Con Mención En Tecnología Educativa,1
729,Educación Especial,1
730,"Educación Especial Con Mención En Audición, Lenguaje Y Aprendizaje",1
731,Educación Especial Con Mención En Discapacidad Intelectual Y Multidiscapacidad,1
732,Educación Especialidad De Ciencias Histórico Sociales Y Filosofía,1
733,Educación Especialidad De Ciencias Naturales,1
734,Educación Especialidad De Educación Física,1
735,Educación Especialidad De Educación Inicial,1
736,Educación Especialidad De Educación Primaria,1
737,Educación Especialidad De Idiomas Extranjeros,1
738,Educación Especialidad De Lengua Y Literatura,1
739,Educación Especialidad De Matemática Y Computación,1
740,Educación Especialidad Inicial Y Primaria,1
741,Educación Física,1
742,Educación Física Y Deportes,1
743,Educación Física Y Psicomotricidad,1
744,"Educación Física, Con Mención En Formación Deportiva",1
745,"Educación Física, Recreación Y Deportes",1
746,Educación Inicial,1
747,Educación Inicial Bilingüe,1
748,Educación Inicial E Intercultural Bilingüe,1
749,Educación Inicial Intercultural Bilingüe,1
750,Educación Inicial Intercultural Bilingüe: Primera Y Segunda Infancia,1
751,Educación Inicial Y Arte,1
752,Educación Inicial Y Bilingüe,1
753,Educación Inicial Y Puericultura,1
754,Educación Intercultural Bilingüe,1
755,Educación Intercultural Bilingüe: Nivel Inicial Y Nivel Primaria,1
756,Educación Nivel Inicial,1
757,Educación Nivel Secundaria Con La Especialidad En: Lengua Española Y Quechua,1
758,Educación Nivel Secundaria Con La Especialidad En: Matemática E Informática,1
759,Educación Para El Desarrollo,1
760,Educación Para El Desarrollo Sostenible,1
761,Educación Por El Arte,1
762,Educación Primaria,1
763,Educación Primaria Bilingüe,1
764,Educación Primaria Con Mención En Idioma Inglés,1
765,Educación Primaria E Intercultural Bilingüe,1
766,Educación Primaria E Interculturalidad,1
767,Educación Primaria Intercultural,1
768,Educación Primaria Intercultural Bilingüe,1
769,Educación Primaria Y Bilingüe,1
770,Educación Primaria Y Pedagogía Terapéutica,1
771,Educación Primaria Y Problemas De Aprendizaje,1
772,Educación Productiva Y Desarrollo Sostenible (Educación Para El Trabajo),1
773,Educación Secundaria,1
774,Educación Secundaria Con Especialidad En Biología Y Química,1
775,"Educación Secundaria Con Especialidad En Ciencia, Tecnología Y Ambiente",1
776,Educación Secundaria Con Especialidad En Ciencias Naturales,1
777,Educación Secundaria Con Especialidad En Ciencias Sociales,1
778,Educación Secundaria Con Especialidad En Filosofía Y Ciencias Histórico Sociales,1
779,Educación Secundaria Con Especialidad En Filosofía Y Ciencias Sociales,1
780,Educación Secundaria Con Especialidad En Filosofía Y Psicopedagogía,1
781,Educación Secundaria Con Especialidad En Física Y Química,1
782,Educación Secundaria Con Especialidad En Francés,1
783,Educación Secundaria Con Especialidad En Informática,1
784,Educación Secundaria Con Especialidad En Inglés,1
785,Educación Secundaria Con Especialidad En Ingles Y Alemán,1
786,Educación Secundaria Con Especialidad En Ingles Y Francés,1
787,Educación Secundaria Con Especialidad En Ingles Y Portugués,1
788,Educación Secundaria Con Especialidad En Lengua Y Literatura,1
789,Educación Secundaria Con Especialidad En Lenguaje Y Literatura,1
790,Educación Secundaria Con Especialidad En Matemática,1
791,Educación Secundaria Con Especialidad En Matemática E Informática,1
792,Educación Secundaria Con Especialidad En Matemática Y Física,1
793,Educación Secundaria Con Especialidad En Matemáticas,1
794,Educación Secundaria Con Especialidad En Religión,1
795,Educación Secundaria Con Especialidad En Teología,1
796,Educación Secundaria Con Mención En: Ciencias Sociales,1
797,Educación Secundaria Con Mención En: Computación E Informática,1
798,"Educación Secundaria Con Mención En: Filosofía, Psicología Y Religión",1
799,Educación Secundaria Con Mención En: Lengua Y Literatura,1
800,Educación Secundaria Con Mención En: Matemática Y Física,1
801,"Educación Secundaria De La Especialidad De Ciencia, Tecnología Y Ambiente",1
802,Educación Secundaria De La Especialidad De Ciencias Sociales,1
803,"Educación Secundaria De La Especialidad De Lengua, Literatura, Psicología Y Filosofía",1
804,"Educación Secundaria De La Especialidad De Matemática, Física, Computación E Informática",1
805,Educación Secundaria Especialidad Ciencias Naturales,1
806,Educación Secundaria Especialidad Ciencias Naturales Y Medio Ambiente,1
807,Educación Secundaria Especialidad Ciencias Sociales,1
808,Educación Secundaria Especialidad Ciencias Sociales Y Educación Intercultural,1
809,Educación Secundaria Especialidad Educación Física,1
810,"Educación Secundaria Especialidad En Biología, Química Y Tecnología De Los Alimentos",1
811,Educación Secundaria Especialidad En Ciencias Sociales Y Turismo,1
812,"Educación Secundaria Especialidad En Lengua, Comunicación E Idioma Inglés",1
813,"Educación Secundaria Especialidad En Matemática, Física E Informática",1
814,Educación Secundaria Especialidad Idioma Inglés,1
815,Educación Secundaria Especialidad Lengua Y Literatura,1
816,Educación Secundaria Especialidad Matemática Y Física,1
817,"Educación Secundaria Especialidad Matemática, Física E Informática",1
818,"Educación Secundaria Especialidad: Ciencia, Tecnología Y Ambiente",1
819,Educación Secundaria Especialidad: Ciencias Histórico Sociales,1
820,Educación Secundaria Especialidad: Ciencias Históricos Sociales Y Religión,1
821,Educación Secundaria Especialidad: Ciencias Naturales,1
822,Educación Secundaria Especialidad: Computación E Informática,1
823,Educación Secundaria Especialidad: Filosofía Y Ciencias Sociales,1
824,Educación Secundaria Especialidad: Inglés,1
825,Educación Secundaria Especialidad: Lengua Y Literatura,1
826,Educación Secundaria Especialidad: Matemática Y Física,1
827,"Educación Secundaria Especialidad: Matemática, Física Y Computación",1
828,Educación Secundaria Intercultural Bilingüe,1
829,Educación Secundaria Y Bilingüe De Especialidad De Lengua Y Literatura Quechua Y Castellana,1
830,"Educación Secundaria, Especialidad Biología Y Química",1
831,"Educación Secundaria, Especialidad Ciencias Histórico Sociales",1
832,"Educación Secundaria, Especialidad Ciencias Religiosas",1
833,"Educación Secundaria, Especialidad Computación",1
834,"Educación Secundaria, Especialidad Física Y Matemática",1
835,"Educación Secundaria, Especialidad Idiomas: Inglés-Francés",1
836,"Educación Secundaria, Especialidad Lengua Y Literatura",1
837,"Educación Secundaria, Especialidad Psicología",1
838,"Educación Secundaria, Especialidad: Biología, Química Y Física",1
839,"Educación Secundaria, Especialidad: Filosofía, Psicología Y Ciencias Sociales",1
840,"Educación Secundaria, Especialidad: Historia, Geografía Y Ciencias Sociales",1
841,"Educación Secundaria, Especialidad: Lengua Y Literatura",1
842,"Educación Secundaria, Especialidad: Matemática, Computación Y Física",1
843,"Educación Secundaria, Mención En: Ciencias Matemáticas",1
844,"Educación Secundaria, Mención En: Ciencias Naturales: Física, Química Y Biología",1
845,"Educación Secundaria, Mención En: Filosofía, Psicología Y Ciencias Sociales",1
846,"Educación Secundaria, Mención En: Historia Y Geografía",1
847,"Educación Secundaria, Mención En: Idiomas: Inglés-Francés O Inglés-Alemán",1
848,"Educación Secundaria, Mención En: Lengua Y Literatura",1
849,Educación Secundaria: Biología Y Química,1
850,Educación Secundaria: Ciencias Matemáticas E Informática,1
851,Educación Secundaria: Ciencias Naturales Y Ambientales,1
852,"Educación Secundaria: Ciencias Sociales, Filosofía Y Psicología Educativa",1
853,Educación Secundaria: Comunicación Y Literatura,1
854,Educación Secundaria: Filosofía Y Religión,1
855,Educación Secundaria: Filosofía Y Teología,1
856,"Educación Secundaria: Filosofía, Ciencias Sociales Y Relaciones Humanas",1
857,"Educación Secundaria: Historia, Ciencias Sociales Y Turismo",1
858,"Educación Secundaria: Historia, Geografía Y Turismo",1
859,Educación Secundaria: Informática,1
860,Educación Secundaria: Lengua Inglesa,1
861,Educación Secundaria: Lengua Y Literatura,1
862,Educación Secundaria: Lenguas Extranjeras: Inglés-Francés,1
863,"Educación Secundaria: Lenguas, Literatura Y Comunicación",1
864,Educación Secundaria: Matemática E Informática,1
865,Educación Secundaria: Matemática-Física,1
866,Educación Secundaria: Tecnología Informática Y Telecomunicaciones,1
867,Educación Técnica,1
868,Educación Tecnológica Especialidad En Construcciones Metálicas,1
869,Educación Tecnológica Especialidad En Electrónica,1
870,Educación Y Docencia Universitaria,1
871,Educación Y Gestión Del Aprendizaje,1
872,"Educación-Especialidad Ciencias Naturales, Química Y Biología",1
873,Educación-Especialidad Educación Primaria,1
874,Educación-Especialidad Inglés-Español,1
875,Educación-Especialidad Lenguaje Y Literatura,1
876,Educación-Especialidad Matemática Y Física,1
877,"Educación, Dirección E Interpretación Musical",1
878,"Educación, Especialidad Ciencias Naturales Y Tecnología",1
879,"Educación, Especialidad Educación Física, Recreación Y Deportes",1
880,"Educación, Especialidad Inglés Y Español",1
881,"Educación, Especialidad Matemática, Análisis De Datos Y Computación",1
882,"Educación, Especialidad Música Y Artes Visuales",1
883,"Educación, Mención En Gestión Y Planeamiento Educativo",1
884,"Educación, Mención En Investigación E Innovación Pedagógica",1
885,"Educación, Mención: Investigación Y Docencia Superior",1
886,Educación: Ciencias De La Naturaleza Y Promoción Educativa Ambiental,1
887,Educación: Ciencias Sociales Y Promoción Socio-Cultural,1
888,"Educación: Comunicación, Lingüística Y Literatura",1
889,Educación: Especialidad Inicial Y Especial,1
890,Educación: Especialidad Matemática Y Computación,1
891,Educación: Especialidad Primaria E Informática,1
892,Educación: Idioma Extranjero,1
893,Educación: Lengua Extranjera: Inglés,1
894,Educación: Lengua Y Literatura,1
895,Educación: Matemática E Informática,1
896,"Educación: Matemática, Computación E Informática",1
897,Educación: Primaria Y Educación Bilingüe Intercultural,1
898,Emergencia,1
899,Emergencias Pediátricas,1
900,Emergencias Y Alto Riesgo Obstétrico,1
901,Emergencias Y Desastres,1
902,Emprendimiento Y Nuevos Negocios,1
903,Endocrinología,1
904,Endocrinología Pediátrica,1
905,Endodoncia,1
906,Endodoncia - Carielogía,1
907,Energía,1
908,Energías Renovables,1
909,Enfermería,1
910,Enfermería (Virtual: Semipresencial),1
911,Enfermería Cardiológica,1
912,Enfermería En Administración Y Gestión,1
913,Enfermería En Cardiología,1
914,Enfermería En Centro Quirúrgico,1
915,Enfermería En Cirugía,1
